Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	GEO Series	GEO Sample	PMID	Biosample ID	biosample_strain	biosample_genotype	reference_sequence	project_name	condition_name	reference_condition	strain_description	base_media	carbon_source	nitrogen_source	aerobicity	supplement	temperature	pH	growth_phase	OD	additional_notes	ScientificName_curated	Host	Knockout	Other_available_omics	Biological_replicate	Technical_replicate	SampleID	R1	R2
SRX3798502	3/15/18 14:38	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843042	SRP135791	PRJNA438234	438234	SRS3050581	SAMN08711875	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233175			30214435	8711875	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	spi2_ind_highOD_intracellularRNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN-SPI-2ind	glucose(22.2mM)	NH4Cl(15mM)	Aerobic	80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead	37C	5.8	stationary	0.8		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		2	1	SPI-2ind_HighOD_intracellularRNAs_2		
SRX3798503	3/15/18 14:39	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843041	SRP135791	PRJNA438234	438234	SRS3050582	SAMN08711872	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233176			30214435	8711872	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	controlPCN_highOD_intracellularRNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN	glucose(22.2mM)	NH4Cl(15mM)	Aerobic		37C	7.4	stationary	1.6		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		2	1	ControlPCN_HighOD_intracellularRNAs_2		
SRX3798504	3/15/18 14:37	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843040	SRP135791	PRJNA438234	438234	SRS3050583	SAMN08711873	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233177			30214435	8711873	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	controlPCN_highOD_intracellularRNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN	glucose(22.2mM)	NH4Cl(15mM)	Aerobic		37C	7.4	stationary	1.6		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		3	1	ControlPCN_HighOD_intracellularRNAs_3		
SRX3798505	3/15/18 14:35	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843039	SRP135791	PRJNA438234	438234	SRS3050584	SAMN08711870	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233178			30214435	8711870	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	SPI-1ind-LB_highOD _OMV-RNAs	controlPCN_lowOD_intracellularRNAs	LT2	LB			Aerobic	10g/L NaCl	37C		stationary	1.6		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		3	1	SPI-1ind-LB_HighOD _OMV-RNAs_3		
SRX3798506	3/15/18 14:34	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843038	SRP135791	PRJNA438234	438234	SRS3050585	SAMN08711871	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233179			30214435	8711871	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	controlPCN_highOD_intracellularRNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN	glucose(22.2mM)	NH4Cl(15mM)	Aerobic		37C	7.4	stationary	1.6		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		1	1	ControlPCN_HighOD_intracellularRNAs_1		
SRX3798507	3/15/18 14:34	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843037	SRP135791	PRJNA438234	438234	SRS3050586	SAMN08711878	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233180			30214435	8711878	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	spi1_ind_highOD_intracellularRNAs	controlPCN_lowOD_intracellularRNAs	LT2	LB			Aerobic	10g/L NaCl	37C		stationary	1.6		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		2	1	SPI-1ind-LB_HighOD _intracellularRNAs_2		
SRX3798508	3/15/18 14:38	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843036	SRP135791	PRJNA438234	438234	SRS3050587	SAMN08711879	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233181			30214435	8711879	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	spi1_ind_highOD_intracellularRNAs	controlPCN_lowOD_intracellularRNAs	LT2	LB			Aerobic	10g/L NaCl	37C		stationary	1.6		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		3	1	SPI-1ind-LB_HighOD _intracellularRNAs_3		
SRX3798509	3/15/18 14:31	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843035	SRP135791	PRJNA438234	438234	SRS3050588	SAMN08711857	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233182			30214435	8711857	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	controlPCN_lowOD_intracellularRNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN	glucose(22.2mM)	NH4Cl(15mM)	Aerobic		37C	7.4	log	0.4		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		2	1	ControlPCN_LowOD_intracellularRNAs_2		
SRX3798510	3/15/18 14:31	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843034	SRP135791	PRJNA438234	438234	SRS3050589	SAMN08711856	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233183			30214435	8711856	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	controlPCN_lowOD_intracellularRNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN	glucose(22.2mM)	NH4Cl(15mM)	Aerobic		37C	7.4	log	0.4		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		1	1	ControlPCN_LowOD_intracellularRNAs_1		
SRX3798511	3/15/18 14:33	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843033	SRP135791	PRJNA438234	438234	SRS3050590	SAMN08711855	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233184			30214435	8711855	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	SPI-2ind_lowOD-OMV-RNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN-SPI-2ind	glucose(22.2mM)	NH4Cl(15mM)	Aerobic	80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead	37C	5.8	log	0.4		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		3	1	SPI-2ind_LowOD-OMV-RNAs_3		
SRX3798512	3/15/18 14:34	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843032	SRP135791	PRJNA438234	438234	SRS3050591	SAMN08711854	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233185			30214435	8711854	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	SPI-2ind_lowOD-OMV-RNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN-SPI-2ind	glucose(22.2mM)	NH4Cl(15mM)	Aerobic	80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead	37C	5.8	log	0.4		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		2	1	SPI-2ind_LowOD-OMV-RNAs_2		
SRX3798513	3/15/18 14:35	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843031	SRP135791	PRJNA438234	438234	SRS3050593	SAMN08711853	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233186			30214435	8711853	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	SPI-2ind_lowOD-OMV-RNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN-SPI-2ind	glucose(22.2mM)	NH4Cl(15mM)	Aerobic	80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead	37C	5.8	log	0.4		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		1	1	SPI-2ind_LowOD-OMV-RNAs_1		
SRX3798514	3/15/18 14:34	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843030	SRP135791	PRJNA438234	438234	SRS3050592	SAMN08711852	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233187			30214435	8711852	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	ControlPCN_lowOD_OMV-RNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN	glucose(22.2mM)	NH4Cl(15mM)	Aerobic		37C	7.4	log	0.4		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		3	1	ControlPCN_LowOD_OMV-RNAs_3		
SRX3798515	3/15/18 14:33	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843029	SRP135791	PRJNA438234	438234	SRS3050597	SAMN08711851	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233188			30214435	8711851	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	ControlPCN_lowOD_OMV-RNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN	glucose(22.2mM)	NH4Cl(15mM)	Aerobic		37C	7.4	log	0.4		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		2	1	ControlPCN_LowOD_OMV-RNAs_2		
SRX3798516	3/15/18 14:30	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843028	SRP135791	PRJNA438234	438234	SRS3050594	SAMN08711850	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233189			30214435	8711850	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	ControlPCN_lowOD_OMV-RNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN	glucose(22.2mM)	NH4Cl(15mM)	Aerobic		37C	7.4	log	0.4		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		1	1	ControlPCN_LowOD_OMV-RNAs_1		
SRX3798517	3/15/18 14:34	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843027	SRP135791	PRJNA438234	438234	SRS3050595	SAMN08711859	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233190			30214435	8711859	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	spi2_ind_lowOD_intracellularRNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN-SPI-2ind	glucose(22.2mM)	NH4Cl(15mM)	Aerobic	80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead	37C	5.8	log	0.4		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		1	1	SPI-2ind_LowOD_intracellularRNAs_1		
SRX3798518	3/15/18 14:34	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843026	SRP135791	PRJNA438234	438234	SRS3050596	SAMN08711858	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233191			30214435	8711858	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	controlPCN_lowOD_intracellularRNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN	glucose(22.2mM)	NH4Cl(15mM)	Aerobic		37C	7.4	log	0.4		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		3	1	ControlPCN_LowOD_intracellularRNAs_3		
SRX4341764	8/5/19 0:27	28901	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	28901	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR7472121	SRP152082	PRJNA479732	479732	SRS3502405	SAMN09603496	SRA733542	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITAT AUTONOMA DE BARCELONA	0	0	5897460				9603496	SV 5015	STM 0581 mutant	NC_003197.2;NC_003277.2	sv5015	STM0581	WT	STM0581											Salmonella enterica serovar Typhimurium STM0581	Human			3	1	STM0581_1		
SRX4341765	8/5/19 0:27	28901	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	28901	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR7472120	SRP152082	PRJNA479732	479732	SRS3502406	SAMN09603495	SRA733542	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITAT AUTONOMA DE BARCELONA	0	0	5897461				9603495	SV 5015	STM 0581 mutant	NC_003197.2;NC_003277.2	sv5015	STM0581	WT	STM0581											Salmonella enterica serovar Typhimurium STM0581	Human			2	1	STM0581_2		
SRX4341766	8/5/19 0:27	28901	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	28901	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR7472119	SRP152082	PRJNA479732	479732	SRS3502407	SAMN09603494	SRA733542	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITAT AUTONOMA DE BARCELONA	0	0	5897462				9603494	SV 5015	STM 0581 mutant	NC_003197.2;NC_003277.2	sv5015	STM0581	WT	STM0581											Salmonella enterica serovar Typhimurium STM0581	Human			1	1	STM0581_3		
SRX4341761	8/5/19 0:27	28901	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	28901	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR7472124	SRP152082	PRJNA479732	479732	SRS3502402	SAMN09603499	SRA733542	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITAT AUTONOMA DE BARCELONA	0	0	5897457				9603499	SV 5015	STM1625 mutant	NC_003197.2;NC_003277.2	sv5015	STM1625	WT	STM1625											Salmonella enterica serovar Typhimurium STM1625	Human			3	1	STM1625_1		
SRX4341762	8/5/19 0:27	28901	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	28901	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR7472123	SRP152082	PRJNA479732	479732	SRS3502403	SAMN09603498	SRA733542	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITAT AUTONOMA DE BARCELONA	0	0	5897458				9603498	SV 5015	STM1625 mutant	NC_003197.2;NC_003277.2	sv5015	STM1625	WT	STM1625											Salmonella enterica serovar Typhimurium STM1625	Human			2	1	STM1625_2		
SRX4341763	8/5/19 0:27	28901	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	28901	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR7472122	SRP152082	PRJNA479732	479732	SRS3502404	SAMN09603497	SRA733542	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITAT AUTONOMA DE BARCELONA	0	0	5897459				9603497	SV 5015	STM1625 mutant	NC_003197.2;NC_003277.2	sv5015	STM1625	WT	STM1625											Salmonella enterica serovar Typhimurium STM1625	Human			1	1	STM1625_3		
SRX4341768	8/5/19 0:27	28901	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	28901	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR7472117	SRP152082	PRJNA479732	479732	SRS3502409	SAMN09603492	SRA733542	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITAT AUTONOMA DE BARCELONA	0	0	5897464				9603492	SV 5015	wild-type	NC_003197.2;NC_003277.2	sv5015	WT	WT	WT											Salmonella enterica serovar Typhimurium SV 5015	Human	WT		3	1	WT_3		
SRX4341767	8/5/19 0:27	28901	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	28901	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR7472118	SRP152082	PRJNA479732	479732	SRS3502408	SAMN09603493	SRA733542	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITAT AUTONOMA DE BARCELONA	0	0	5897463				9603493	SV 5015	wild-type	NC_003197.2;NC_003277.2	sv5015	WT	WT	WT											Salmonella enterica serovar Typhimurium SV 5015	Human	WT		2	1	WT_2		
SRX4341769	8/5/19 0:27	28901	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	28901	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR7472116	SRP152082	PRJNA479732	479732	SRS3502410	SAMN09603491	SRA733542	RNA-Seq	cDNA	TRANSCRIPTOMIC		UNIVERSITAT AUTONOMA DE BARCELONA	0	0	5897465				9603491	SV 5015	wild-type	NC_003197.2;NC_003277.2	sv5015	WT	WT	WT											Salmonella enterica serovar Typhimurium SV 5015	Human	WT		1	1	WT_1		
SRX8914622	2020-08-10 09:39:34	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	HiSeq X Five	SRR12418623	SRP276847	PRJNA656165	656165	SRS7171271	SAMN15773092	SRA1110646	RNA-Seq	PCR	TRANSCRIPTOMIC		SICHUAN UNIVERSITY	0	0	11588170				15773092	LT2	WT	NC_003197.2;NC_003277.2	GC_MS	WT	WT	WT											Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Duck	WT		3	1	WT_3		
SRX8914623	2020-08-10 09:38:48	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	HiSeq X Five	SRR12418622	SRP276847	PRJNA656165	656165	SRS7171272	SAMN15773093	SRA1110646	RNA-Seq	PCR	TRANSCRIPTOMIC		SICHUAN UNIVERSITY	0	0	11588171				15773093	LT2	del_slyA	NC_003197.2;NC_003277.2	GC_MS	del_slyA	WT	del_slyA											Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Duck	del_slyA		1	1	del_slyA_1		
SRX8914621	2020-08-10 09:38:48	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	HiSeq X Five	SRR12418624	SRP276847	PRJNA656165	656165	SRS7171270	SAMN15773091	SRA1110646	RNA-Seq	PCR	TRANSCRIPTOMIC		SICHUAN UNIVERSITY	0	0	11588169				15773091	LT2	WT	NC_003197.2;NC_003277.2	GC_MS	WT	WT	WT											Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Duck	WT		2	1	WT_2		
SRX8914625	2020-08-10 09:39:34	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	HiSeq X Five	SRR12418620	SRP276847	PRJNA656165	656165	SRS7171274	SAMN15773095	SRA1110646	RNA-Seq	PCR	TRANSCRIPTOMIC		SICHUAN UNIVERSITY	0	0	11588173				15773095	LT2	del_slyA	NC_003197.2;NC_003277.2	GC_MS	del_slyA	WT	del_slyA											Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Duck	del_slyA		3	1	del_slyA_3		
SRX8914620	2020-08-10 09:47:49	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	HiSeq X Five	SRR12418625	SRP276847	PRJNA656165	656165	SRS7171269	SAMN15773090	SRA1110646	RNA-Seq	PCR	TRANSCRIPTOMIC		SICHUAN UNIVERSITY	0	0	11588168				15773090	LT2	WT	NC_003197.2;NC_003277.2	GC_MS	WT	WT	WT											Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Duck	WT		1	1	WT_1		
SRX8914624	2020-08-10 09:39:34	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	HiSeq X Five	SRR12418621	SRP276847	PRJNA656165	656165	SRS7171273	SAMN15773094	SRA1110646	RNA-Seq	PCR	TRANSCRIPTOMIC		SICHUAN UNIVERSITY	0	0	11588172				15773094	LT2	del_slyA	NC_003197.2;NC_003277.2	GC_MS	del_slyA	WT	del_slyA											Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Duck	del_slyA		2	1	del_slyA_2		
