,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,ScientificName_curated,Host,Knockout,Other_available_omics,Biological_replicate,Technical_replicate,SampleID,R1,R2,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
SRX3456084,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360022,SRP126360,PRJNA421560,421560,SRS2744781,SAMN08146642,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814951,GSE107835,GSM2881331,30682134,8146642,14028s,wild type,NC_016856.1;NC_016855.1,csrA,15min_mLPM_WT,0min_LB_WT,WT,mLPM,,,Aerobic,,37C,5.8,mid-log,0.3,mLPM favors SPI-2 expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,1.0,1,15min_mLPM_WT_1,,,True,True,True,csrA:15min_mLPM_WT,True,True
SRX7476250,12/30/19 5:05,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10802363,SRP239035,PRJNA554270,554270,SRS5919903,SAMN02604137,SRA1017641,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9771440,,,,2604137,14028S,wild type,NC_016856.1;NC_016855.1,starvation,Glucose_6h,Glucose_6h,WT,AB,Glucose,NH4Cl,Anaerobic,"mineral carbon  and  phosphorus  deficient  AB  medium  containing  1.0 g/L  NH4Cl;  0.62  g/L MgSO4 ×  7H2O;  0.15  g/L  KCl;  0.013  g/L  CaCl2 ×  2H2O;  0.005  g/L  FeSO4 ×  7H2O,  pH – 5.5",28C,5.5,growth,,https://www.sciencedirect.com/science/article/pii/S2352340920309021#tbl0002,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,1.0,1,Glucose_6h_1,,,True,True,True,starvation:Glucose_6h,True,True
SRX976468,4/7/15 12:49,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950226;SRR1950228;SRR1950230,SRP056892,PRJNA280002,280002,SRS891586,SAMN03453229,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419816,,,25824832,3453229,ATCC14028s,with csgD promoter luciferase reporter,NC_016856.1;NC_016855.1,csgD,PcsgD_planktonic_lux_TP1,WT_planktonic_TP1,PcsgD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,,,1.0,3 total,PcsgD_planktonic_lux_TP1,,,True,True,True,csgD:PcsgD_planktonic_lux_TP1,False,True
SRX1816870,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621135,SRP076025,PRJNA324247,324247,SRS1479629,SAMN05199047,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597733,GSE82167,GSM2185220,30201777,5199047,14028S,rsr,NC_016856.1;NC_016855.1,MMC,del_rsr_No_treatment,WT_No_treatment,del_rsr,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rsr,,2.0,1,del_rsr_2,,,True,True,True,MMC:del_rsr_No_treatment,True,True
SRX3456074,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360012,SRP126360,PRJNA421560,421560,SRS2744771,SAMN08146648,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814941,GSE107835,GSM2881321,30682134,8146648,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,15min_LB_csrA,0min_LB_WT,csrA mutant,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,1.0,1,15min_LB_csrA_1,,,True,True,True,csrA:15min_LB_csrA,True,True
ERX1045673,8/18/15 5:45,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR968687,ERP011094,PRJEB9939,293185,ERS795644,SAMEA3488495,ERA459745,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,,UB Next-Generation Sequencing and Expression Analysis Core,0,0,1681363,,,27601571,3998224,delta STM14_3474,pBAD24-STM14_3474,NC_016856.1;NC_016855.1,7TF,hilD,WT,hilD,LB,,,Aerobic,,37C,,,,hilD deletion and overexpression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,hilD,ChIP-Seq,1.0,1,hilD_1,,,True,True,True,7TF:hilD,True,True
ERX1045677,8/18/15 5:45,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR968697,ERP011094,PRJEB9939,293185,ERS795648,SAMEA3488499,ERA459745,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,,UB Next-Generation Sequencing and Expression Analysis Core,0,0,1681367,,,27601571,3998228,delta STM14_3498,pBAD24,NC_016856.1;NC_016855.1,7TF,del_invF,WT,del_invF,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,invF,ChIP-Seq,1.0,1,del_invF_1,,,True,True,True,7TF:del_invF,True,True
SRX4029145,11/17/18 11:42,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7100804,SRP144428,PRJNA454802,454802,SRS3248751,SAMN09041738,SRA699121,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5502996,GSE113988,GSM3127890,30373755,9041738,14028S,ΔSTM14_1829 ,NC_016856.1;NC_016855.1,flagellum,ΔSTM14_1829 ,WT,ΔSTM14_1829 ,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,ΔSTM14_1829 ,,2.0,1,flagellum_mutant_2,,,True,True,True,flagellum:ΔSTM14_1829 ,True,True
SRX976471,4/7/15 12:49,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950237;SRR1950238;SRR1950239,SRP056892,PRJNA280002,280002,SRS891586,SAMN03453229,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419819,,,25824832,3453229,ATCC14028s,with csgD promoter luciferase reporter,NC_016856.1;NC_016855.1,csgD,PcsgD_planktonic_lux_TP4,WT_planktonic_TP1,PcsgD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,,,1.0,3 total,PcsgD_planktonic_lux_TP4,,,True,True,True,csgD:PcsgD_planktonic_lux_TP4,False,True
SRX976474,4/7/15 12:49,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950256;SRR1950258;SRR1950260,SRP056892,PRJNA280002,280002,SRS891588,SAMN03453228,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419822,,,25824832,3453228,ATCC14028s,with csgD promoter luciferase reporter,NC_016856.1;NC_016855.1,csgD,PcsgD_aggregate_lux_TP3,WT_planktonic_TP1,PcsgD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,,,1.0,3 total,PcsgD_aggregate_lux_TP3,,,True,True,True,csgD:PcsgD_aggregate_lux_TP3,False,True
SRX1462104,2/2/16 0:00,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2972946,SRP066926,PRJNA304665,304665,SRS1189536,SAMN04305954,SRA314642,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"UNIVERSITY OF CALIFORNIA, IRVINE",300,100,2066885,,,26857569,4305954,Typhimurium,,NC_016856.1;NC_016855.1,14028S_paratyphiA,42C_log,37C_log,1,,,,,,42C,,log,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,,,1.0,1,42C_log_1,,,True,True,True,14028S_paratyphiA:42C_log,True,True
SRX7514166,1/7/20 14:26,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10843523,SRP239815,PRJNA599397,599397,SRS5919903,SAMN02604137,SRA1021457,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9810546,,,32140513,2604137,14028S,wild type,NC_016856.1;NC_016855.1,novobiocin,500_Novobiocin_60min,0_Novobiocin_0min,WT,LB,,,Aerobic,,37C,,mid-log,0.6(A600),,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,1.0,1,500_N_60min_1,,,True,True,True,novobiocin:500_Novobiocin_60min,True,True
ERX321086,10/16/13 0:49,1114957,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,1114957,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR348243,ERP003981,PRJEB4670,222541,ERS353272,SAMEA2201301,ERA252206,RNA-Seq,cDNA,TRANSCRIPTOMIC,,University at Buffalo,0,0,515459,,,24272778,2371140,14028s,wild type,NC_016856.1;NC_016855.1,araC,WT_LB,WT_LB,WT,LB,,,Aerobic,,37C,,,0.6-0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028s Wu,,WT,ChIP-Seq,1.0,1,WT_LB_1,,,True,True,True,araC:WT_LB,True,True
SRX3456080,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360018,SRP126360,PRJNA421560,421560,SRS2744776,SAMN08146646,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814947,GSE107835,GSM2881327,30682134,8146646,14028s,wild type,NC_016856.1;NC_016855.1,csrA,0min_mLPM_WT,0min_LB_WT,WT,mLPM,,,Aerobic,,37C,5.8,mid-log,0.3,mLPM favors SPI-2 expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,1.0,1,0min_mLPM_WT_1,,,True,True,True,csrA:0min_mLPM_WT,True,True
SRX1816880,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621145,SRP076025,PRJNA324247,324247,SRS1479639,SAMN05199057,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597743,GSE82167,GSM2185230,30201777,5199057,14028S,rtcB,NC_016856.1;NC_016855.1,MMC,del_rtcB_3mM_MMC,WT_No_treatment,del_rtcB,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rtcB,,3.0,1,del_rtcB_MMC_3,,,True,True,True,MMC:del_rtcB_3mM_MMC,True,True
SRX7514160,1/7/20 14:27,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10843529,SRP239815,PRJNA599397,599397,SRS5919903,SAMN02604137,SRA1021457,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9810540,,,32140513,2604137,14028S,wild type,NC_016856.1;NC_016855.1,novobiocin,0_Novobiocin_60min,0_Novobiocin_0min,WT,LB,,,Aerobic,,37C,,mid-log,0.6(A600),,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,2.0,1,0_N_60min_2,,,True,True,True,novobiocin:0_Novobiocin_60min,True,True
SRX3456070,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360008,SRP126360,PRJNA421560,421560,SRS2744767,SAMN08146611,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814937,GSE107835,GSM2881317,30682134,8146611,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,0min_LB_csrA,0min_LB_WT,csrA mutant,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,1.0,1,0min_LB_csrA_1,,,True,True,True,csrA:0min_LB_csrA,True,True
ERX1045679,8/18/15 5:45,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR968692,ERP011094,PRJEB9939,293185,ERS795650,SAMEA3488501,ERA459745,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,,UB Next-Generation Sequencing and Expression Analysis Core,0,0,1681369,,,27601571,3998230,delta STM14_5187,pBAD24,NC_016856.1;NC_016855.1,7TF,del_rtsB,WT,del_rtsB,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,rtsB,ChIP-Seq,2.0,1,del_rtsB_2,,,True,True,True,7TF:del_rtsB,True,True
SRX3456069,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360007,SRP126360,PRJNA421560,421560,SRS2744766,SAMN08146612,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814936,GSE107835,GSM2881316,30682134,8146612,14028s,wild type,NC_016856.1;NC_016855.1,csrA,15min_LB_WT,0min_LB_WT,WT,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,2.0,1,15min_LB_WT_2,,,True,True,True,csrA:15min_LB_WT,True,True
SRX976469,4/7/15 12:49,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950231;SRR1950232;SRR1950233,SRP056892,PRJNA280002,280002,SRS891586,SAMN03453229,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419817,,,25824832,3453229,ATCC14028s,with csgD promoter luciferase reporter,NC_016856.1;NC_016855.1,csgD,PcsgD_planktonic_lux_TP2,WT_planktonic_TP1,PcsgD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,,,1.0,3 total,PcsgD_planktonic_lux_TP2,,,True,True,True,csgD:PcsgD_planktonic_lux_TP2,False,True
SRX976470,4/7/15 12:49,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950234;SRR1950235;SRR1950236,SRP056892,PRJNA280002,280002,SRS891586,SAMN03453229,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419818,,,25824832,3453229,ATCC14028s,with csgD promoter luciferase reporter,NC_016856.1;NC_016855.1,csgD,PcsgD_planktonic_lux_TP3,WT_planktonic_TP1,PcsgD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,,,1.0,3 total,PcsgD_planktonic_lux_TP3,,,True,True,True,csgD:PcsgD_planktonic_lux_TP3,False,True
SRX1816864,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621129,SRP076025,PRJNA324247,324247,SRS1479623,SAMN05199041,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597727,GSE82167,GSM2185214,30201777,5199041,14028S,rtcR,NC_016856.1;NC_016855.1,MMC,del_rtcR_No_treatment,WT_No_treatment,del_rtcR,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rtcR,,2.0,1,del_rtcR_2,,,True,True,True,MMC:del_rtcR_No_treatment,True,True
SRX3456089,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360027,SRP126360,PRJNA421560,421560,SRS2744786,SAMN08146637,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814956,GSE107835,GSM2881336,30682134,8146637,14028s,wild type,NC_016856.1;NC_016855.1,csrA,15min_mLPM_WT,0min_LB_WT,WT,mLPM,,,Aerobic,,37C,5.8,mid-log,0.3,mLPM favors SPI-2 expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,2.0,1,15min_mLPM_WT_2,,,True,True,True,csrA:15min_mLPM_WT,True,True
SRX7514164,1/7/20 14:24,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10843525,SRP239815,PRJNA599397,599397,SRS5919903,SAMN02604137,SRA1021457,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9810544,,,32140513,2604137,14028S,wild type,NC_016856.1;NC_016855.1,novobiocin,500_Novobiocin_10min,0_Novobiocin_0min,WT,LB,,,Aerobic,,37C,,mid-log,0.6(A600),,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,3.0,1,500_N_10min_3,,,True,True,True,novobiocin:500_Novobiocin_10min,True,True
SRX3456062,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360000,SRP126360,PRJNA421560,421560,SRS2744760,SAMN08146619,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814929,GSE107835,GSM2881309,30682134,8146619,14028s,wild type,NC_016856.1;NC_016855.1,csrA,5min_LB_WT,0min_LB_WT,WT,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,1.0,1,5min_LB_WT_1,,,True,True,True,csrA:5min_LB_WT,True,True
SRX7514175,1/7/20 14:23,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10843514,SRP239815,PRJNA599397,599397,SRS5919903,SAMN02604137,SRA1021457,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9810555,,,32140513,2604137,14028S,wild type,NC_016856.1;NC_016855.1,novobiocin,0_Novobiocin_20min,0_Novobiocin_0min,WT,LB,,,Aerobic,,37C,,mid-log,0.6(A600),,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,1.0,1,0_N_20min_1,,,True,True,True,novobiocin:0_Novobiocin_20min,True,True
SRX7514168,1/7/20 14:28,588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,588858,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10843521,SRP239815,PRJNA599397,599397,SRS5919903,SAMN02604137,SRA1021457,RNA-Seq,cDNA,TRANSCRIPTOMIC,,KAZAN INSTITUTE OF BIOCHEMISTRY AND BIOPHYSICS RAS,0,0,9810548,,,32140513,2604137,14028S,wild type,NC_016856.1;NC_016855.1,novobiocin,500_Novobiocin_60min,0_Novobiocin_0min,WT,LB,,,Aerobic,,37C,,mid-log,0.6(A600),,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,3.0,1,500_N_60min_3,,,True,True,True,novobiocin:500_Novobiocin_60min,True,True
SRX8370458,2020-05-21 16:32:35,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR11819508,SRP262500,PRJNA634123,634123,SRS6685743,SAMN14984203,SRA1077628,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10887655,GSE150943,GSM4561647,,14984203,14028S,wild type,NC_016856.1;NC_016855.1,Nontyphoidal_comparisons,rep,rep,,LB,,,Aerobic,,37C,,Late-log,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,,,3.0,1,rep3,,,True,True,True,Nontyphoidal_comparisons:rep,True,True
SRX976482,4/7/15 12:49,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950308;SRR1950309;SRR1950310,SRP056892,PRJNA280002,280002,SRS891589,SAMN03453230,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419830,,,25824832,3453230,ATCC14028s csgD mutant,csgD mutant,NC_016856.1;NC_016855.1,csgD,del_csgD_planktonic_TP4,WT_planktonic_TP1,del_csgD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,csgD,,1.0,3 total,del_csgD_planktonic_TP4,,,True,True,True,csgD:del_csgD_planktonic_TP4,False,True
SRX1816874,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621139,SRP076025,PRJNA324247,324247,SRS1479633,SAMN05199051,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597737,GSE82167,GSM2185224,30201777,5199051,14028S,rsr,NC_016856.1;NC_016855.1,MMC,del_rsr_3mM_MMC,WT_No_treatment,del_rsr,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rsr,,3.0,1,del_rsr_MMC_3,,,True,True,True,MMC:del_rsr_3mM_MMC,True,True
SRX3456087,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360025,SRP126360,PRJNA421560,421560,SRS2744784,SAMN08146639,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814954,GSE107835,GSM2881334,30682134,8146639,14028s,wild type,NC_016856.1;NC_016855.1,csrA,5min_mLPM_WT,0min_LB_WT,WT,mLPM,,,Aerobic,,37C,5.8,mid-log,0.3,mLPM favors SPI-2 expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,2.0,1,5min_mLPM_WT_2,,,True,True,True,csrA:5min_mLPM_WT,True,True
ERX2173639,9/20/17 2:59,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR2116781,ERP104253,PRJEB22568,407910,ERS1913025,SAMEA104288047,ERA1087704,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,,UB Next-Generation Sequencing and Expression Analysis Core,0,0,4503916,,,29476659,7673644,,wild type genotype,NC_016856.1;NC_016855.1,fliA,WT,WT,WT,LB,,,Aerobic,,37C,,,0.5-0.7,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,,WT,,1.0,1,WT_1,,,True,True,True,fliA:WT,True,True
SRX1816877,9/17/18 16:22,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR3621142,SRP076025,PRJNA324247,324247,SRS1479636,SAMN05199054,SRA430479,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2597740,GSE82167,GSM2185227,30201777,5199054,14028S,rtcB,NC_016856.1;NC_016855.1,MMC,del_rtcB_No treatment,WT_No_treatment,del_rtcB,MOPS,,,Aerobic,"ampicillin, 80/50; kanamycin, 50/50; tetracycline, 10/10",37C,,mid-log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,rtcB,,3.0,1,del_rtcB_3,,,True,True,True,MMC:del_rtcB_No treatment,True,True
ERX321081,10/16/13 0:49,1114957,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,1114957,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR348246,ERP003981,PRJEB4670,222541,ERS353271,SAMEA2201300,ERA252206,RNA-Seq,cDNA,TRANSCRIPTOMIC,,University at Buffalo,0,0,515454,,,24272778,2371139,14028s,delta araC,NC_016856.1;NC_016855.1,araC,delta_araC_LB,WT_LB,del_araC,LB,,,Aerobic,,37C,,,0.6-0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028s Wu,,araC,ChIP-Seq,1.0,1,delta_araC_LB_1,,,True,True,True,araC:delta_araC_LB,True,True
