Experiment,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,Host,ScientificNameCurated,Biosample,R1,R2
SRX3156436,9/4/18 9:35,611,Salmonella enterica subsp. enterica serovar Heidelberg SL476,28901,1236,611,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR6000989,SRP116977,PRJNA401716,401716,SRS2487996,SAMN07599847,SRA605056,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4454881,GSE103418,GSM2770953,31175193,7599847,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Heidelberg R1-0006,,,
SRX3156437,9/4/18 9:35,611,Salmonella enterica subsp. enterica serovar Heidelberg SL476,28901,1236,611,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR6000990,SRP116977,PRJNA401716,401716,SRS2487997,SAMN07599846,SRA605056,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4454882,GSE103418,GSM2770954,31175193,7599846,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Heidelberg R1-0006,,,
SRX3156438,9/4/18 9:35,611,Salmonella enterica subsp. enterica serovar Heidelberg SL476,28901,1236,611,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR6000991,SRP116977,PRJNA401716,401716,SRS2487998,SAMN07599845,SRA605056,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4454883,GSE103418,GSM2770955,31175193,7599845,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Heidelberg R1-0006,,,
SRX3156439,9/4/18 9:35,611,Salmonella enterica subsp. enterica serovar Heidelberg SL476,28901,1236,611,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR6000992,SRP116977,PRJNA401716,401716,SRS2488000,SAMN07599844,SRA605056,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4454884,GSE103418,GSM2770956,31175193,7599844,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Heidelberg R1-0006,,,
SRX3156440,9/4/18 9:35,611,Salmonella enterica subsp. enterica serovar Heidelberg SL476,28901,1236,611,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR6000993,SRP116977,PRJNA401716,401716,SRS2487999,SAMN07599843,SRA605056,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4454885,GSE103418,GSM2770957,31175193,7599843,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Heidelberg R1-0006,,,
SRX3156441,9/4/18 9:35,611,Salmonella enterica subsp. enterica serovar Heidelberg SL476,28901,1236,611,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR6000994,SRP116977,PRJNA401716,401716,SRS2488001,SAMN07599842,SRA605056,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4454886,GSE103418,GSM2770958,31175193,7599842,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Heidelberg R1-0007,,,
SRX3156442,9/4/18 9:35,611,Salmonella enterica subsp. enterica serovar Heidelberg SL476,28901,1236,611,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR6000995,SRP116977,PRJNA401716,401716,SRS2488002,SAMN07599841,SRA605056,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4454887,GSE103418,GSM2770959,31175193,7599841,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Heidelberg R1-0007,,,
SRX3156443,9/4/18 9:35,611,Salmonella enterica subsp. enterica serovar Heidelberg SL476,28901,1236,611,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR6000996,SRP116977,PRJNA401716,401716,SRS2488003,SAMN07599840,SRA605056,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4454888,GSE103418,GSM2770960,31175193,7599840,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Heidelberg R1-0007,,,
SRX3156444,9/4/18 9:35,611,Salmonella enterica subsp. enterica serovar Heidelberg SL476,28901,1236,611,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR6000997,SRP116977,PRJNA401716,401716,SRS2488004,SAMN07599839,SRA605056,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4454889,GSE103418,GSM2770961,31175193,7599839,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Heidelberg R1-0007,,,
SRX3156445,9/4/18 9:35,611,Salmonella enterica subsp. enterica serovar Heidelberg SL476,28901,1236,611,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR6000998,SRP116977,PRJNA401716,401716,SRS2488005,SAMN07599838,SRA605056,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4454890,GSE103418,GSM2770962,31175193,7599838,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Heidelberg R1-0007,,,
SRX3156446,9/4/18 9:35,611,Salmonella enterica subsp. enterica serovar Heidelberg SL476,28901,1236,611,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR6000999,SRP116977,PRJNA401716,401716,SRS2488006,SAMN07599837,SRA605056,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4454891,GSE103418,GSM2770963,31175193,7599837,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Heidelberg R1-0007,,,
SRX3156447,9/4/18 9:35,611,Salmonella enterica subsp. enterica serovar Heidelberg SL476,28901,1236,611,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR6001000,SRP116977,PRJNA401716,401716,SRS2488007,SAMN07599836,SRA605056,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4454892,GSE103418,GSM2770964,31175193,7599836,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Heidelberg SL476,,,
SRX3156448,9/4/18 9:35,611,Salmonella enterica subsp. enterica serovar Heidelberg SL476,28901,1236,611,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR6001001,SRP116977,PRJNA401716,401716,SRS2488008,SAMN07599835,SRA605056,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4454893,GSE103418,GSM2770965,31175193,7599835,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Heidelberg SL476,,,
SRX3156449,9/4/18 9:35,611,Salmonella enterica subsp. enterica serovar Heidelberg SL476,28901,1236,611,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR6001002,SRP116977,PRJNA401716,401716,SRS2488009,SAMN07599834,SRA605056,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4454894,GSE103418,GSM2770966,31175193,7599834,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Heidelberg SL476,,,
SRX3156450,9/4/18 9:35,611,Salmonella enterica subsp. enterica serovar Heidelberg SL476,28901,1236,611,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR6001003,SRP116977,PRJNA401716,401716,SRS2488010,SAMN07599833,SRA605056,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4454895,GSE103418,GSM2770967,31175193,7599833,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Heidelberg SL476,,,
SRX3156451,9/4/18 9:35,611,Salmonella enterica subsp. enterica serovar Heidelberg SL476,28901,1236,611,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR6001004,SRP116977,PRJNA401716,401716,SRS2488011,SAMN07599832,SRA605056,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4454896,GSE103418,GSM2770968,31175193,7599832,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Heidelberg SL476,,,
SRX3156452,9/4/18 9:35,611,Salmonella enterica subsp. enterica serovar Heidelberg SL476,28901,1236,611,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR6001005,SRP116977,PRJNA401716,401716,SRS2488012,SAMN07599831,SRA605056,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4454897,GSE103418,GSM2770969,31175193,7599831,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Heidelberg SL476,,,
SRX3266937,12/7/18 11:47,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR6155100,SRP119688,PRJNA413814,413814,SRS2579144,SAMN07767688,SRA618137,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4584255,GSE104785,GSM2807870,30523110,7767688,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
SRX3266938,12/7/18 11:47,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR6155101,SRP119688,PRJNA413814,413814,SRS2579145,SAMN07767687,SRA618137,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4584256,GSE104785,GSM2807871,30523110,7767687,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
SRX3266939,12/7/18 11:47,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR6155102,SRP119688,PRJNA413814,413814,SRS2579146,SAMN07767686,SRA618137,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4584257,GSE104785,GSM2807872,30523110,7767686,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
SRX334181,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951027,SRP028811,PRJNA215033,215033,SRS469435,SAMN02316315,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469274,GSE49829,GSM1207841,24331466,2316315,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334182,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951028,SRP028811,PRJNA215033,215033,SRS469436,SAMN02316316,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469275,GSE49829,GSM1207842,24331466,2316316,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334183,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951029,SRP028811,PRJNA215033,215033,SRS469437,SAMN02316317,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469276,GSE49829,GSM1207843,24331466,2316317,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334184,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951030,SRP028811,PRJNA215033,215033,SRS469438,SAMN02316325,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469277,GSE49829,GSM1207844,24331466,2316325,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334185,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951031,SRP028811,PRJNA215033,215033,SRS469439,SAMN02316324,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469278,GSE49829,GSM1207845,24331466,2316324,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334186,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951032,SRP028811,PRJNA215033,215033,SRS469440,SAMN02316321,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469279,GSE49829,GSM1207846,24331466,2316321,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334187,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951033,SRP028811,PRJNA215033,215033,SRS469441,SAMN02316327,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469280,GSE49829,GSM1207847,24331466,2316327,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334188,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951034,SRP028811,PRJNA215033,215033,SRS469442,SAMN02316319,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469281,GSE49829,GSM1207848,24331466,2316319,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334189,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951035,SRP028811,PRJNA215033,215033,SRS469443,SAMN02316322,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469282,GSE49829,GSM1207849,24331466,2316322,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334190,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951036,SRP028811,PRJNA215033,215033,SRS469444,SAMN02316333,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469283,GSE49829,GSM1207850,24331466,2316333,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334191,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951037,SRP028811,PRJNA215033,215033,SRS469445,SAMN02316320,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469284,GSE49829,GSM1207851,24331466,2316320,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334192,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951038,SRP028811,PRJNA215033,215033,SRS469446,SAMN02316328,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469285,GSE49829,GSM1207852,24331466,2316328,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334193,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951039,SRP028811,PRJNA215033,215033,SRS469447,SAMN02316318,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469286,GSE49829,GSM1207853,24331466,2316318,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334194,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951040,SRP028811,PRJNA215033,215033,SRS469448,SAMN02316323,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469287,GSE49829,GSM1207854,24331466,2316323,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334195,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951041,SRP028811,PRJNA215033,215033,SRS469449,SAMN02316330,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469288,GSE49829,GSM1207855,24331466,2316330,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334196,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951042,SRP028811,PRJNA215033,215033,SRS469450,SAMN02316326,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469289,GSE49829,GSM1207856,24331466,2316326,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334197,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951043,SRP028811,PRJNA215033,215033,SRS469451,SAMN02316335,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469290,GSE49829,GSM1207857,24331466,2316335,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334198,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951044,SRP028811,PRJNA215033,215033,SRS469452,SAMN02316329,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469291,GSE49829,GSM1207858,24331466,2316329,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334199,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951045,SRP028811,PRJNA215033,215033,SRS469453,SAMN02316338,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469292,GSE49829,GSM1207859,24331466,2316338,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334200,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951046,SRP028811,PRJNA215033,215033,SRS469454,SAMN02316332,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469293,GSE49829,GSM1207860,24331466,2316332,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334201,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951047,SRP028811,PRJNA215033,215033,SRS469455,SAMN02316331,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469294,GSE49829,GSM1207861,24331466,2316331,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334202,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951048,SRP028811,PRJNA215033,215033,SRS469456,SAMN02316334,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469295,GSE49829,GSM1207862,24331466,2316334,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334203,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951049,SRP028811,PRJNA215033,215033,SRS469457,SAMN02316336,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469296,GSE49829,GSM1207863,24331466,2316336,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334204,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951050,SRP028811,PRJNA215033,215033,SRS469458,SAMN02316339,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469297,GSE49829,GSM1207864,24331466,2316339,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334205,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951051,SRP028811,PRJNA215033,215033,SRS469459,SAMN02316337,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469298,GSE49829,GSM1207865,24331466,2316337,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334206,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951052,SRP028811,PRJNA215033,215033,SRS469460,SAMN02316307,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469299,GSE49829,GSM1207866,24331466,2316307,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334207,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951053,SRP028811,PRJNA215033,215033,SRS469461,SAMN02316310,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469300,GSE49829,GSM1207867,24331466,2316310,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334208,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951054,SRP028811,PRJNA215033,215033,SRS469462,SAMN02316306,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469301,GSE49829,GSM1207868,24331466,2316306,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334209,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951055,SRP028811,PRJNA215033,215033,SRS469463,SAMN02316309,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469302,GSE49829,GSM1207869,24331466,2316309,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334210,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951056,SRP028811,PRJNA215033,215033,SRS469464,SAMN02316308,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469303,GSE49829,GSM1207870,24331466,2316308,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334211,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951057,SRP028811,PRJNA215033,215033,SRS469465,SAMN02316312,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469304,GSE49829,GSM1207871,24331466,2316312,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334212,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951058,SRP028811,PRJNA215033,215033,SRS469466,SAMN02316311,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469305,GSE49829,GSM1207872,24331466,2316311,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334213,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951059,SRP028811,PRJNA215033,215033,SRS469467,SAMN02316314,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469306,GSE49829,GSM1207873,24331466,2316314,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
SRX334214,12/18/13 17:31,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR951060,SRP028811,PRJNA215033,215033,SRS469468,SAMN02316313,SRA097439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,469307,GSE49829,GSM1207874,24331466,2316313,ST4/74,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,,
