,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,ScientificName_curated,Host,Knockout,Other_available_omics,Biological_replicate,Technical_replicate,SampleID,R1,R2,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
SRX2804033,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534441,SRP106960,PRJNA344670,344670,SRS2184271,SAMN05830589,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038761,,,29515658,5830589,1434,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1434_Florfenicol_0,5317_Florfenicol_0,1434,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1434,Cattle,,,3,1,1434_Florfenicol_0_3,,,True,True,True,Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0,True,True
SRX2804034,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534440,SRP106960,PRJNA344670,344670,SRS2184272,SAMN05830546,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038762,,,29515658,5830546,530,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,530_Chlortetracycline_32,5317_Florfenicol_0,530,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 530,Cattle,,,2,1,530_Chlortetracycline_32_2,,,True,True,True,Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32,True,True
SRX2804035,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534439,SRP106960,PRJNA344670,344670,SRS2184273,SAMN05830598,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038763,,,29515658,5830598,5317,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,5317_Florfenicol_16,5317_Florfenicol_0,5317,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 5317,Cattle,,,3,1,5317_Florfenicol_16_3,,,True,True,True,Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16,True,True
SRX2804036,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534438,SRP106960,PRJNA344670,344670,SRS2184274,SAMN05830597,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038764,,,29515658,5830597,5317,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,5317_Florfenicol_16,5317_Florfenicol_0,5317,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 5317,Cattle,,,2,1,5317_Florfenicol_16_2,,,True,True,True,Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16,True,True
SRX2804037,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534437,SRP106960,PRJNA344670,344670,SRS2184275,SAMN05830552,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038765,,,29515658,5830552,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Chlortetracycline_16,5317_Florfenicol_0,1306,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,2,1,1306_Chlortetracycline_16_2,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16,True,True
SRX2804038,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534436,SRP106960,PRJNA344670,344670,SRS2184276,SAMN05830551,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038766,,,29515658,5830551,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Chlortetracycline_16,5317_Florfenicol_0,1306,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,1,1,1306_Chlortetracycline_16_1,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16,True,True
SRX2804039,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534435,SRP106960,PRJNA344670,344670,SRS2184277,SAMN05830550,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038767,,,29515658,5830550,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Chlortetracycline_0,5317_Florfenicol_0,1306,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,3,1,1306_Chlortetracycline_0_3,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0,True,True
SRX2804040,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534434,SRP106960,PRJNA344670,344670,SRS2184279,SAMN05830549,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038768,,,29515658,5830549,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Chlortetracycline_0,5317_Florfenicol_0,1306,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,2,1,1306_Chlortetracycline_0_2,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0,True,True
SRX2804041,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534433,SRP106960,PRJNA344670,344670,SRS2184278,SAMN05830556,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038769,,,29515658,5830556,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Chlortetracycline_32,5317_Florfenicol_0,1306,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,3,1,1306_Chlortetracycline_32_3,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32,True,True
SRX2804042,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534432,SRP106960,PRJNA344670,344670,SRS2184280,SAMN05830555,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038770,,,29515658,5830555,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Chlortetracycline_32,5317_Florfenicol_0,1306,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,2,1,1306_Chlortetracycline_32_2,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32,True,True
SRX2804043,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534431,SRP106960,PRJNA344670,344670,SRS2184281,SAMN05830554,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038771,,,29515658,5830554,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Chlortetracycline_32,5317_Florfenicol_0,1306,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,1,1,1306_Chlortetracycline_32_1,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32,True,True
SRX2804044,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534430,SRP106960,PRJNA344670,344670,SRS2184282,SAMN05830553,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038772,,,29515658,5830553,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Chlortetracycline_16,5317_Florfenicol_0,1306,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,3,1,1306_Chlortetracycline_16_3,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16,True,True
SRX2804045,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534429,SRP106960,PRJNA344670,344670,SRS2184283,SAMN05830558,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038773,,,29515658,5830558,1434,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1434_Chlortetracycline_0,5317_Florfenicol_0,1434,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1434,Cattle,,,2,1,1434_Chlortetracycline_0_2,,,True,True,True,Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0,True,True
SRX2804046,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534428,SRP106960,PRJNA344670,344670,SRS2184284,SAMN05830557,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038774,,,29515658,5830557,1434,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1434_Chlortetracycline_0,5317_Florfenicol_0,1434,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1434,Cattle,,,1,1,1434_Chlortetracycline_0_1,,,True,True,True,Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0,True,True
SRX2804047,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534427,SRP106960,PRJNA344670,344670,SRS2184285,SAMN05830578,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038775,,,29515658,5830578,530,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,530_Florfenicol_16,5317_Florfenicol_0,530,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 530,Cattle,,,1,1,530_Florfenicol_16_1,,,True,True,True,Chlortetracycline_florfenicol_MDR:530_Florfenicol_16,True,True
SRX2804048,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534426,SRP106960,PRJNA344670,344670,SRS2184286,SAMN05830577,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038776,,,29515658,5830577,530,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,530_Florfenicol_0,5317_Florfenicol_0,530,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 530,Cattle,,,3,1,530_Florfenicol_0_3,,,True,True,True,Chlortetracycline_florfenicol_MDR:530_Florfenicol_0,True,True
SRX2804049,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534425,SRP106960,PRJNA344670,344670,SRS2184287,SAMN05830574,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038777,,,29515658,5830574,5317,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,5317_Chlortetracycline_32,5317_Florfenicol_0,5317,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 5317,Cattle,,,3,1,5317_Chlortetracycline_32_3,,,True,True,True,Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32,True,True
SRX2804050,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534424,SRP106960,PRJNA344670,344670,SRS2184289,SAMN05830579,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038778,,,29515658,5830579,530,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,530_Florfenicol_16,5317_Florfenicol_0,530,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 530,Cattle,,,2,1,530_Florfenicol_16_2,,,True,True,True,Chlortetracycline_florfenicol_MDR:530_Florfenicol_16,True,True
SRX2804051,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534423,SRP106960,PRJNA344670,344670,SRS2184288,SAMN05830580,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038779,,,29515658,5830580,530,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,530_Florfenicol_16,5317_Florfenicol_0,530,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 530,Cattle,,,3,1,530_Florfenicol_16_3,,,True,True,True,Chlortetracycline_florfenicol_MDR:530_Florfenicol_16,True,True
SRX2804052,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534422,SRP106960,PRJNA344670,344670,SRS2184290,SAMN05830581,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038780,,,29515658,5830581,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Florfenicol_0,5317_Florfenicol_0,1306,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,1,1,1306_Florfenicol_0_1,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0,True,True
SRX2804053,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534421,SRP106960,PRJNA344670,344670,SRS2184291,SAMN05830582,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038781,,,29515658,5830582,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Florfenicol_0,5317_Florfenicol_0,1306,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,2,1,1306_Florfenicol_0_2,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0,True,True
SRX2804054,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534420,SRP106960,PRJNA344670,344670,SRS2184292,SAMN05830583,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038782,,,29515658,5830583,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Florfenicol_0,5317_Florfenicol_0,1306,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,3,1,1306_Florfenicol_0_3,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0,True,True
SRX2804055,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534419,SRP106960,PRJNA344670,344670,SRS2184294,SAMN05830584,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038783,,,29515658,5830584,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Florfenicol_16,5317_Florfenicol_0,1306,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,1,1,1306_Florfenicol_16_1,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16,True,True
SRX2804056,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534418,SRP106960,PRJNA344670,344670,SRS2184293,SAMN05830585,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038784,,,29515658,5830585,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Florfenicol_16,5317_Florfenicol_0,1306,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,2,1,1306_Florfenicol_16_2,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16,True,True
SRX2804057,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534417,SRP106960,PRJNA344670,344670,SRS2184295,SAMN05830586,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038785,,,29515658,5830586,1306,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1306_Florfenicol_16,5317_Florfenicol_0,1306,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1306,Cattle,,,3,1,1306_Florfenicol_16_3,,,True,True,True,Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16,True,True
SRX2804058,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534416,SRP106960,PRJNA344670,344670,SRS2184296,SAMN05830587,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038786,,,29515658,5830587,1434,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1434_Florfenicol_0,5317_Florfenicol_0,1434,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1434,Cattle,,,1,1,1434_Florfenicol_0_1,,,True,True,True,Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0,True,True
SRX2804059,6/22/17 0:01,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5534415,SRP106960,PRJNA344670,344670,SRS2184297,SAMN05830588,SRA561439,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNITED STATES DEPARTMENT OF AGRICULTURE,0,0,4038787,,,29515658,5830588,1434,isolates,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,Chlortetracycline_florfenicol_MDR,1434_Florfenicol_0,5317_Florfenicol_0,1434,LB,,,Aerobic,,37C,,Early-log,0.15,30 min incubation at 37C with antibiotics,Salmonella enterica subsp. enterica serovar Typhimurium str. 1434,Cattle,,,2,1,1434_Florfenicol_0_2,,,True,True,True,Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0,True,True
SRX2993586,12/6/17 17:47,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,SRR5815138,SRP111460,PRJNA393682,393682,SRS2345480,SAMN07339238,SRA585306,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4264476,GSE101075,GSM2698967,29127378,7339238,SL1344,wild type,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,yedF,WT,WT,WT,LB,,,Aerobic,,,,exponential,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Human,WT,,2,1,WT_2,,,True,True,True,yedF:WT,True,True
SRX2993587,12/6/17 17:47,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,SRR5815139,SRP111460,PRJNA393682,393682,SRS2345481,SAMN07339237,SRA585306,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4264477,GSE101075,GSM2698968,29127378,7339237,SL1344,wild type,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,yedF,WT,WT,WT,LB,,,Aerobic,,,,exponential,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Human,WT,,3,1,WT_3,,,True,True,True,yedF:WT,True,True
SRX2993588,12/6/17 17:47,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,SRR5815140,SRP111460,PRJNA393682,393682,SRS2345482,SAMN07339242,SRA585306,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4264478,GSE101075,GSM2698969,29127378,7339242,SL1344,mutant for the gene yedF,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,yedF,del_yedF,WT,del_yedF,LB,,,Aerobic,,,,exponential,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Human,del_yedF,,1,1,del_yedF_1,,,True,True,True,yedF:del_yedF,True,True
SRX2993589,12/6/17 17:47,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,SRR5815141,SRP111460,PRJNA393682,393682,SRS2345483,SAMN07339241,SRA585306,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4264479,GSE101075,GSM2698970,29127378,7339241,SL1344,mutant for the gene yedF,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,yedF,del_yedF,WT,del_yedF,LB,,,Aerobic,,,,exponential,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Human,del_yedF,,2,1,del_yedF_2,,,True,True,True,yedF:del_yedF,True,True
SRX2993590,12/6/17 17:47,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,SRR5815142,SRP111460,PRJNA393682,393682,SRS2345484,SAMN07339240,SRA585306,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4264480,GSE101075,GSM2698971,29127378,7339240,SL1344,mutant for the gene yedF,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,yedF,del_yedF,WT,del_yedF,LB,,,Aerobic,,,,exponential,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Human,del_yedF,,3,1,del_yedF_3,,,True,True,True,yedF:del_yedF,True,True
